name,meaning,gender
Chitradevi,An image; name of Goddess of knowledge,Girl
Chitragandha,Fragrant one,Girl
Chitrakshi,Colorful eyed person,Girl
Chitralekha,A beautiful picture,Girl
Chitrali,"A perfect, beautiful lady",Girl
Chitramala,"A series of pictures, paintings, drawings, or sketches",Girl
Chitramaya,"Worldly illusion, perception of experience",Girl
Chitrangada,"One of Arjuna's wives, a Pandava",Girl
Chitrangi,"One who has a charming, delightful, pleasant body",Girl
Chitrani,"Holy river Ganga, at Uttarakhand state in India",Girl
Chitranshi,A small part of a story or essay,Girl
Chitrarathi,"A chariot that is bright, dazzling or vivid",Girl
Chitrarekha,Picture; artwork; an artist's impression or representation,Girl
Chitrathi,"A chariot that is bright, dazzling or vivid",Girl
Chitrinee,"One who is multi-talented, versatile, or distinguished",Girl
Chitrini,"A woman who is not only beautiful, but also has talents",Girl
Chitrita,"Beautiful, attractive, pretty, decorated, handsome, good looking",Girl
Chivy,Life,Girl
Chonda,Wish; a need for something that may or may not happen,Girl
Chouma,A woman who is refreshingly beautiful.,Girl
Chumki,A decorative star; a shiny star,Girl
Chunni,The name of a star in Hinduism,Girl
Churni,A river; a stream of water,Girl
Chutki,"Small, tiny little girl",Girl
Chyenne,"A river name, a city name, as well as the name of a tribe",Girl
Citrarupa,One whose form or body consists of different patches of colours,Girl
Dadhija,Milk's daughter,Girl
Dadhinadi,River of milk and curd,Girl
Daevy,Angel,Girl
Daivi,A majestic goddess,Girl
Daivya,A divine being,Girl
Dajshi,The glorious one,Girl
Dakini,A demon,Girl
Dakshakanya,Daughter of Daksha,Girl
Dakshata,Skillful one,Girl
Dakshayani,Name of daughter of Daksha,Girl
Dakshin,The competent one,Girl
Dakshina,Competent person,Girl
Dakshinya,Goddess Parvati,Girl
Dakshita,The modest one,Girl
Daksina,Donation made,Girl
Dalaja,Pure honey,Girl
Damandeep,One who destroys,Girl
Damaruki,The sound produced by emotions,Girl
Damayanti,Subdues; name of a Princess,Girl
Damini,Lightning; powerful,Girl
Damyanti,Wife of Nala; beautiful,Girl
Danataya,The one who is pure,Girl
Darareaksmey,A bright star,Girl
Darika,A lovely maiden,Girl
Daritree,Coming from Earth,Girl
Darminee,A religious person,Girl
Darpana,Tiny mirror,Girl
Darpanika,Small mirror,Girl
Darpita,The proud one,Girl
Darsana,Process of seeing,Girl
Darsha,To see,Girl
Darshana,Watching; to see,Girl
Darshani,A blessed individual,Girl
Darshi,Blessing; to help and nurture,Girl
Darshini,One who blesses people,Girl
Darshinika,Seeing quietly,Girl
Darshita,One on display,Girl
Davana,A sweet smelling herb; a fruit,Girl
Daxa,One who is clever.,Girl
Dayamani,A kind and generous individual,Girl
Dayamayi,A kind person; regards nature and its beauty,Girl
Dayani,She who is friendly,Girl
Dayanita,A tender human being,Girl
Dayashree,A very efficient teacher,Girl
Dayawanti,A Goddess of mercy,Girl
Dayita,A beloved and caring being,Girl
Dayvee,"A godlike, divine and determined individual",Girl
Debadrita,A talented and fantastic individual,Girl
Debadyuti,They are as bright as the light,Girl
Debanjali,One who pays homage to the girls,Girl
Debanshi,One who is a part of God,Girl
Debara,One who has paid homage to Gods,Girl
Debashmita,God has blessed them with a beautiful smile,Girl
Debjani,A beloved and adorable human being,Girl
Debopriya,One who is the favourite of the Gods,Girl
Debosmita,One who has godly smile,Girl
Deebasri,One who is as soft as a silk,Girl
Deeher,One who has strength of Durga and Shiva,Girl
Deeksha,One who is filled with happy feelings,Girl
Deekshaa,Initiation of a good work; capable one,Girl
Deekshana,A donation made to God,Girl
Deekshita,Concentration; one who shows direction,Girl
Deenal,"A divine, great person; chief",Girl
Deepa,Radiant ray of light; Goddess Laxmi,Girl
Deepaanshu,Bright light coming from lamp,Girl
Deepak,A source of light; a determined individual,Girl
Deepakshi,One who brings happiness in others life,Girl
Deepali,A electromagnetic person; filled with light,Girl
Deepamala,A row of light; decoration,Girl
Deepana,One who lights lamp,Girl
Deepansha,Light of lamp; efficient,Girl
Deepanwita,One which is lit by a lamp,Girl
Deepaprabha,Most beautiful and fully lighted,Girl
Deepashikha,One who is filled with soothing rays of light,Girl
Deepashiki,One who helps other people; organized,Girl
Deepesh,God of Sunlght; diplomatic and skillful,Girl
Deepitha,An illuminated and glowing person,Girl
Deepshika,An everlasting flame of light,Girl
Deepta,Person who spreads light; Laxmi,Girl
Deepti,A glowing and brilliant light,Girl
Deeptika,A lantern; lighted individual,Girl
Deeptikana,A bright beam of light,Girl
Deeptimoyee,A lustrous and efficient human being,Girl
Deesha,One who shows ways to others,Girl
Deeta,Name of Goddess Laxmi; fortunate,Girl
Deetya,Goddess Laxmi has answered the prayers,Girl
Deevena,One who resembles God and has beautiful eyes,Girl
Deevitha,One who has divine powers; blessing,Girl
Delakshi,One with a lot of fortune,Girl
Deleena,A perfect and good looking individual,Girl
Delima,Ruby or pomegranate,Girl
Demira,One who is devoted to Lord Krishna,Girl
Denali,The one who has the greatest personality,Girl
Devna,Godly or divine.,Girl
Dexa,To teach,Girl
Dhanvi,A woman who is rich and wealthy. One of the names of Goddess Lakshmi.,Girl
Dhanya,Thankful or lucky,Girl
Dhanyata,Success or fulfilment,Girl
Dharaa,Earth,Girl
Dharika,"Sun, morning sun",Girl
Dharmi,She who is religious,Girl
Dharuna,Supporting,Girl
Dhatri,Earth,Girl
Dhriti,One who has courage and patience.,Girl
Dhruti,A patient and long lived individual,Girl
Dhruvi,One who has a lot of energy; is firmly fixed,Girl
Dhundhun,In tune; they are versatile and creative,Girl
Dhuthi,One who has brightest glow and shine,Girl
Dhuti,Splendor; glowing beam of light,Girl
Dhvani,Sound made to create an ambiance,Girl
Dhvija,One who has taken birth to perform great things,Girl
Dibya,One who spreads joy and light; open door,Girl
Digambari,Name of mighty Goddess Durga,Girl
Diggavi,One who is growth oriented,Girl
Digisha,One who directs others on the correct direction,Girl
Diksha,The one who initiates; self reliant,Girl
Diksheeka,A simple and sober person; silent type,Girl
Dilipa,"The one who gives, accepts and protects",Girl
Din,Dimple; small indication that forms in the cheek,Girl
Dinesa,The calm and bright rising Sun,Girl
Dinika,The beautiful rising Sun,Girl
Dinpal,A small indication made when one smiles,Girl
Dipa,Radiant Goddess Laxmi; lighted one,Girl
Dipal,A charming beautiful person,Girl
Dipali,A joyous little person; happiness,Girl
Dipashri,A lighted lamp; heavenly and bright,Girl
Dipjyoti,Light coming from a lamp; radiant,Girl
Dipta,Bright shining Goddess Laxmi; talented,Girl
Dipti,A shining last ray of hope; bright,Girl
Dipu,A shinning and light hearted individual,Girl
Disai,it a name of honor and prestige,Girl
Disha,One who can show the right direction,Girl
Dishita,A focused person; one who goes in a direction,Girl
Diti,Beautiful daughter of Daksha,Girl
Ditya,A name of Goddess Durga. It means answer of prayers.,Girl
Dityaa,Goddess Laxmi who answers the prayers,Girl
Div,An evil spirit; obtain power and wealth,Girl
Divi,One who is from the heaven; glorious,Girl
Divija,One who is born in heaven,Girl
Diviyani,Shukra's daughter; part of divine,Girl
Divya,A divine luster; they are brilliant,Girl
Divyamani,A beautiful raga; inflaming one,Girl
Divyana,A loving and divine being; flaming,Girl
Divyanka,A divine person who is a gift of God,Girl
Divyanshi,The one who is part of divine power,Girl
Divyarani,A queen which has arrived from heaven,Girl
Divyata,A heavenly and divine being who are great ruler,Girl
Diya,Radiance coming from a candle,Girl
Diyanwita,A lighted lamp; they spread light,Girl
Dnyanada,An intelligent person.,Girl
Dnyaneshwari,It means 'Bhagavad Gita' in Sanskrit language.,Girl
Doyel,A songbird who fills the atmosphere with beautiful songs,Girl
Drasthi,"Sight,A person who is self-reliant.",Girl
Draupadi,"Daughter of fire,",Girl
Drisana,A beautiful daughter of the Sun Lord,Girl
Drishti,Sight,Girl
Drishya,It means visible or something that can be seen.,Girl
Drsana,"seeing,paying respect,vision,knowledge",Girl
Drsika,"A person who is efficient,consistent and independent.",Girl
Druhi,"Nepalese word, meaning daughter.",Girl
Druti,Softened,Girl
Dulani,Cutting,Girl
Dulari,It means the loved one in sanskrit.,Girl
Durba,One who is a sacred grass,Girl
Durga,Hindu Goddess; power and intelligence,Girl
Durmata,First power; strong as Durga,Girl
Durva,Name of a medicinal herb,Girl
Dushala,A daughter of Gandhari; alone sister,Girl
Duvvoori,One who is devoted towards almighty,Girl
Dvaita,One who cannot be perished,Girl
Dvita,Spiritual being who exists in two forms,Girl
Dyumna,A glorious and compassionate individual,Girl
Dyuti,One who is filled with splendor,Girl
Eashita,A person who desires a lot .,Girl
Eashwari,A name of Goddess Parvati,Girl
Ebbani,It means Fog or Dew Drops.,Girl
Ecchumati,Flowing water;river;spontaneous,Girl
Echamati,A fresh stream of water,Girl
Edha,The sacred one who is very vigilant,Girl
Eenakshi,A doe eyed woman.,Girl
Eesha,Indian Goddess Parvati; Purity,Girl
Eeshani,Wife of Lord Shiva; name of Indian Goddess Parvati,Girl
Eeshika,A powerful arrow,Girl
Eeshta,Beloved; Name of Godess lakshmi,Girl
Eeshvi,God,Girl
Ehani,Song,Girl
Ehimaya,One who is an all prevading intelligent,Girl
Eiram,Heaven; a self assured person and responsible being,Girl
Eiravati,One who has lightening speed ; Ravi river,Girl
Eisha,Purity; name of Goddess Parvati,Girl
Ekaa,Name of Goddess Durga,Girl
Ekadhana,One who is the portion of wealth,Girl
Ekaja,They are the one wnd only child,Girl
Ekanshi,"They are natty, kind hearted individual",Girl
Ekanta,One who is in love with solitude,Girl
Ekantha,One who is peaceful and love solitude,Girl
Ekaparana,One who is the wife of Himalayas,Girl
Ekaparnika,They are like Goddess Durga,Girl
Ekavali,A majestic and precious neckpiece,Girl
Ekisha,The one who is famous Goddess,Girl
Ektaa,One who is a unified identity,Girl
Ekveera,One who is the daughter of Lord Shiva,Girl
Elakshi,One who has bright and beautiful eyes,Girl
Elampirai,The young Crescent,Girl
Elaura,A youthful princess; rich and famous,Girl
Elaxi,A woman who has bright eyes,Girl
Elili,A beautiful creature,Girl
Elilmani,Precious like the rare gem,Girl
Enakshi,a deer eyed person.,Girl
Eni,a black female deer.,Girl
Eravati,daughter of the ocean.,Girl
Eromi,Understanding,Girl
Eshani,it usually means a wish or a desire.,Girl
Eshanika,means to fulfill one's desires.,Girl
Eshanka,goddess Parvati or Shiva's wife.,Girl
Eshita,one who desires.,Girl
Eshma,lucky or whom luck favours.,Girl
Eshna,a wish.,Girl
Eshnaa,it means someone who is a wish.,Girl
Eshni,wife of lord Shiva.,Girl
Eshwari,supreme goddess or most powerful.,Girl
Esita,a desired human being.,Girl
Eswari,wife of lord Shiva; a name used in India.,Girl
Eswary,a feminized Indian name which means Parvati or wife of Lord Shiva.,Girl
Eta,a feminized word meaning shining.,Girl
Eti,it means ending or conclusion.,Girl
Etisha,Beginning after the end.,Girl
Evanshi,it means similarity.,Girl
Ezhil,A very beautiful woman,Girl
Faalgunee,The day of full moon.,Girl
Fadhiya,A woman who looks gorgeous,Girl
Fahamitha,A perceptive young woman,Girl
Fahari,A girl who is very smart,Girl
Falguni,Born in Falguni,Girl
Fatehjit,One who is victorious in whatever he does.,Girl
Fatema,A victorious woman,Girl
Feba,The source of light.,Girl
Fenal,She is an angel of beauty,Girl
Feni,A sweet lady,Girl
Fenny,A very smart woman,Girl
Feshikha,Princess,Girl
Fularenu,The fine spores that contain gametes and that are borne by an another in a flowering plant.,Girl
Fuleswari,A name of a river or lake.,Girl
Fuli,To bloom like a flower,Girl
Fullan,Refers to budding or flowering.,Girl
Fullara,Name of Kalketu's wife.,Girl
Fulmala,Refers to wreath or chaplet.,Girl
Fultushi,Girl who is loving and darling.,Girl
Gaegi,A name for a woman scholarl a ruler,Girl
Gagana,The sky,Girl
Gaganadipika,The lamp of the sky,Girl
Gaganasindhu,Ocean of the sky,Girl
Gaganasri,Refers to the blue color sky.,Girl
Gaja Lakshmi,"Spiritual Lakshmi, one of Hindu Gods.",Girl
Gajadanta,Lord Vishnu's wife or the spirit of fortune.,Girl
Gajagamini,"Majestic, like an elephant's walk",Girl
Gajamati,The name of a great pearl or ornament.,Girl
Gajamukta,Big kind of a pearl.,Girl
Gajara,Garland of flowers,Girl
Gambhira,Gallant or polite.,Girl
Gamini,Activity of walking or running.,Girl
Gamya,A beautiful destiny.,Girl
Ganakshi,Refers to wish or aspiration.,Girl
Gandaki,A river or an obstacle,Girl
Gandha,Fragrant,Girl
Gandhapuspa,Sweet smell of a floret.,Girl
Gandhara,Fragrance,Girl
Gandhari,From gandhara,Girl
Gandharika,Preparing perfume,Girl
Ganesa,Goddess of wisdom,Girl
Ganga,"Indian river, ganga",Girl
Gangajal,Water running in the river ganga.,Girl
Gangajamuna,Resembling as double colors.,Girl
Gangalahari,Name of an Asian river.,Girl
Gangi,Goddess durga,Girl
Gangika,River ganga,Girl
Ganishkha,Spiritual Parvathi.,Girl
Garati,Virtuous woman,Girl
Gargi,"Name of a learned woman, goddess durga",Girl
Garib,In a very pathetic situation.,Girl
Garima,"Prowess, strength, honor",Girl
Gariyashi,Refers to bigger or larger.,Girl
Gatha,Refers to melody or hymn or a tale,Girl
Gathika,Song,Girl
Gatita,A river,Girl
Gatsimar,Independence through intermediation.,Girl
Gatty,The speed of an object,Girl
Gauhar,A pearl,Girl
Gaura,Goddess parvati also a name of a raaga,Girl
Gaurangi,Pretty one and charming person like a holy cow.,Girl
Gaurika,Young lady,Girl
Gaurita,Holy Parvati or spiritual Parvati.,Girl
Gautami,River godavari in india,Girl
Gavya,Garden of God,Girl
Gaya,One of the holy places of in India.,Girl
Gayana,Singing,Girl
Gayanthika,Singing,Girl
Gayathri,Spirit of the Vedas (knowledge),Girl
Gayatri,Mother of the vedas also a goddess,Girl
Gayesha,Expressive,Girl
Geashna,Refers to an overcomer or winner or champion.,Girl
Geeta,"Song, bhagwad gita",Girl
Geeta Suhani,One of the spiritual books in Hindu religion.,Girl
Geetanand,The Lord of Geeta,Girl
Geetanjali,One who sings spiritual songs as submission to the God.,Girl
Geeti,A song,Girl
Geetika,Very tiny melodious song.,Girl
Geetleen,One who is fascinated by the blissful songs.,Girl
Geetu,Someone who's very special.,Girl
Gehna,Refers to something used to beautify.,Girl
Ghena,A girl that wears jewellry,Girl
Gini,The meaning of the name Gini is Gold.,Girl
Ginibala,The female name Ginibala means Goldy.,Girl
Gira,The name Gira means Lenguage.,Girl
Gireesha,Gireesha means Goddes Parvati.,Girl
Giribala,Giribala is a female name and means Goddes Parvathi,Girl
Girija,The meaning of Giriija is Born of The Mountain,Girl
Girijabala,The meaning of the name is Goddes Uma,Girl
Girika,Girika means The Heart of the Gods,Girl
Giritarangi,The meaning of the name is Mountain Stream,Girl
Girja,Girja means Consort of the Lord Shiva,Girl
Gisllica,Gisllica means The Rays of Sunchine,Girl
Gisselle,Gisselle originates from old German and means Pledge.,Girl
Git,The meaning of the name Git is Song,Girl
Gitali,Gitali is a female name and means Melodious,Girl
Gitana,"The meaning of Gitana is Gypsy, Wanderer",Girl
Gitanjali,The meaning of Gitanjali is Presenting Songs in Devoted Manner,Girl
Githa,The meaning of the name Githa is Gift,Girl
Gitika,Gitika is an Indian name and means Small Song.,Girl
Gittel,The name Gittel is of Hebrew origins and means God,Girl
Giuliana,Giulianna means Young,Girl
Giulianna,The meaning of the name is Youth.,Girl
Glad,Glad means Happy in English and derived from Welsh Teritorial Ruler,Girl
Glada,The name Glada is an Italian name and means Jade,Girl
Gladiola,Gladiola means Sword.,Girl
Gladis,Gladis is a Welsh name and means Lame,Girl
Gladstone,Gladstone means Flat Stones. It is mostly used as a surname.,Girl
Glennie,Glennie means The One who is From the Valley,Girl
Glyn,"Glyn means Fair, Good or the One from the Valley",Girl
Glynda,"Name Glynda means Fair, Beautiful, Good",Girl
Glynis,Glynis means the One who comes from the Valley,Girl
Glynn,Meaning of Glynn is Fair.,Girl
Glynnes,Glynnes is a female name and means Good,Girl
Glynnis,Glynnis means From the Glen and is female name,Girl
Gnapika,An intelligent woman.,Girl
Godeleve,a person who is the gift of God to her parents.,Girl
Godiva,"Old Version of Godiva. Gift of God, The one who becomes the bonus and attribute for some one.",Girl
Grainne,"They have the ability to make the life stable, to handle people and to get the solutions of difficulties of life.",Girl
Graland,"The one with kind and peaceful heart, ready to help and guide others and to create a peaceful atmosphere.",Girl
Grana,They are quick and clever minded. They are of charming and lovely personalities.,Girl
Grania,"People with this name have a deep inner need for quiet, and a desire to understand and analyze the world they live in, and to learn the deeper truths.",Girl
Granta,They have ability to analize problems very quickly and solve all the issues.They love to spend time with family.,Girl
